country,self_identification,experience_range,salary_range,tech_do
Sweden,Sr. Developer,6 - 10 years,"$50,000 - $60,000",C; C#; PHP
Norway,Developer; Programmer,6 - 10 years,"$50,000 - $60,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL; SQL Server"
Canada,Developer; Programmer,11+ years,"$50,000 - $60,000",JavaScript; SQL Server
New Zealand,Developer; Programmer; Sr. Developer,6 - 10 years,"$50,000 - $60,000",C#; JavaScript
United Kingdom,Developer; Programmer; Sr. Developer; Expert; Full-stack Developer,2 - 5 years,"$50,000 - $60,000","AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; PHP; Redis; SharePoint; SQL; SQL Server; WordPress"
Sweden,Developer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer,11+ years,"$50,000 - $60,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL Server"
Brazil,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,11+ years,"$50,000 - $60,000","Android; AngularJS; C#; Cassandra; Cordova; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; LAMP; MongoDB; Node.js; PHP; ReactJS; Salesforce; SharePoint; SQL; SQL Server; Swift; Windows Phone; WordPress"
Germany,Developer; Programmer; Sr. Developer; Expert; Full-stack Developer,11+ years,"$50,000 - $60,000",Java
Hong Kong,Developer; Engineer; Programmer,11+ years,"$50,000 - $60,000",iOS; JavaScript; LAMP; PHP; R; SQL
United Kingdom,Developer; Programmer,2 - 5 years,"$50,000 - $60,000",AngularJS; JavaScript; Python; Redis; SQL
United States,Developer; Programmer; Full-stack Developer; Hacker,1 - 2 years,"$50,000 - $60,000",JavaScript; PHP; SQL
Austria,Engineer; Ninja,11+ years,"$50,000 - $60,000",Arduino / Raspberry Pi; LAMP
Germany,Engineer; Ninja; Guru; Expert; Hacker,1 - 2 years,"$50,000 - $60,000",C; Python
Austria,Engineer; Programmer; Sr. Developer; Expert; Hacker,11+ years,"$50,000 - $60,000",Android; Arduino / Raspberry Pi; C; C#; Java; JavaScript; LAMP; PHP; SQL; SQL Server
France,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Expert,6 - 10 years,"$50,000 - $60,000",Android
United Kingdom,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$50,000 - $60,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; MongoDB; Node.js; ReactJS; Ruby"
Australia,Developer; Programmer; Full Stack Overflow Developer,11+ years,"$50,000 - $60,000",C#; JavaScript; Python; SQL; SQL Server
United Kingdom,Developer; Engineer; Programmer,2 - 5 years,"$50,000 - $60,000",Java
Canada,Developer; Engineer; Programmer,11+ years,"$50,000 - $60,000",Python; SQL Server; Visual Basic
Turkey,Developer; Engineer; Manager,11+ years,"$50,000 - $60,000",iOS; Objective-C
France,Programmer; Manager; Full-stack Developer,6 - 10 years,"$50,000 - $60,000","Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; PHP; SQL"
United States,Developer; Programmer,6 - 10 years,"$50,000 - $60,000",C; JavaScript; SQL
Germany,Developer,2 - 5 years,"$50,000 - $60,000",C#; JavaScript; MongoDB; Node.js; SQL Server
Canada,Developer; Programmer,2 - 5 years,"$50,000 - $60,000",AngularJS; Java; JavaScript; SQL
United Kingdom,Developer; Engineer; Programmer,1 - 2 years,"$50,000 - $60,000",Visual Basic
United States,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Hacker,11+ years,"$50,000 - $60,000",Android; C; C++; JavaScript; LAMP; PHP; Python; SQL
Germany,Developer; Engineer; Programmer; Hacker,6 - 10 years,"$50,000 - $60,000",Java; Python; SQL
United States,Developer; Engineer; Programmer; Ninja,2 - 5 years,"$50,000 - $60,000",C#; JavaScript; PHP; SQL; SQL Server; Visual Basic
United Kingdom,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Hacker,6 - 10 years,"$50,000 - $60,000",C#; JavaScript; LAMP; Node.js; Perl; PHP; SQL; WordPress
Denmark,Engineer,1 - 2 years,"$50,000 - $60,000",C#; SharePoint; SQL; SQL Server
Ireland {Republic},Programmer,6 - 10 years,"$50,000 - $60,000",AngularJS; JavaScript; Node.js; PHP; R; Salesforce; SQL
Canada,Developer; Programmer; Ninja; Full-stack Developer,6 - 10 years,"$50,000 - $60,000",C++; Python
Canada,Developer; Full-stack Developer,2 - 5 years,"$50,000 - $60,000",C#; SQL Server; WordPress
Canada,Developer; Programmer; Rockstar; Ninja; Expert,2 - 5 years,"$50,000 - $60,000",C#; JavaScript; SharePoint
China,Ninja,2 - 5 years,"$50,000 - $60,000",C; C++; iOS; Objective-C; Python; Redis; Ruby; SQL
Germany,Full-stack Developer,1 - 2 years,"$50,000 - $60,000",Android; AngularJS; Java; JavaScript; Node.js
Germany,Developer; Engineer; Sr. Developer; Manager; Expert; Full-stack Developer,6 - 10 years,"$50,000 - $60,000",Android; AngularJS; C#; Cordova; iOS; JavaScript; Node.js; Objective-C; Ruby; SQL; SQL Server
Germany,Programmer,11+ years,"$50,000 - $60,000",
India,Sr. Developer; Full-stack Developer,11+ years,"$50,000 - $60,000",Java; JavaScript; MongoDB; SQL; SQL Server
Netherlands,Engineer; Programmer; Sr. Developer; Expert,11+ years,"$50,000 - $60,000",Perl; PHP; Python; SQL
United Kingdom,Developer; Engineer; Programmer; Sr. Developer; Ninja; Full-stack Developer,1 - 2 years,"$50,000 - $60,000",AngularJS; C#; Java; LAMP; PHP; SQL; SQL Server
United Kingdom,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$50,000 - $60,000",C++; JavaScript; Matlab; PHP
United States,Developer; Engineer; Programmer; Rockstar; Hacker,Less than 1 year,"$50,000 - $60,000",C++
United States,Developer; Engineer; Programmer,2 - 5 years,"$50,000 - $60,000",Ruby
Finland,Developer; Engineer; Programmer; Full-stack Developer; Hacker,11+ years,"$50,000 - $60,000",C; C++; C#; Python
Netherlands,Engineer,6 - 10 years,"$50,000 - $60,000",
United Kingdom,Engineer,11+ years,"$50,000 - $60,000","C; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Perl; Python; R; Ruby; SQL"
Australia,Developer; Programmer; Sr. Developer; Expert; Full-stack Developer,6 - 10 years,"$50,000 - $60,000",AngularJS; JavaScript
Belgium,Engineer,6 - 10 years,"$50,000 - $60,000",Java; Python
Canada,Developer; Programmer; Sr. Developer; Manager; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,11+ years,"$50,000 - $60,000",Arduino / Raspberry Pi; AngularJS; C#; JavaScript; Python; Scala; SQL
France,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$50,000 - $60,000",Java
Germany,Programmer; Sr. Developer,11+ years,"$50,000 - $60,000",Java; Scala; SQL
Germany,Developer; Programmer; Expert,2 - 5 years,"$50,000 - $60,000",Arduino / Raspberry Pi; Java; JavaScript; MongoDB; SQL
United Kingdom,Developer,11+ years,"$50,000 - $60,000",C#; JavaScript
United Kingdom,Developer; Engineer; Programmer; Sr. Developer; Manager; Full-stack Developer; Hacker,2 - 5 years,"$50,000 - $60,000","C; C++; Cloud (AWS, GAE, Azure, etc.); Python; Ruby"
United Kingdom,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$50,000 - $60,000",Java; Python; SQL
United Kingdom,Developer; Programmer; Full-stack Developer,6 - 10 years,"$50,000 - $60,000",AngularJS; C#; JavaScript; SQL
United Kingdom,Developer; Programmer,6 - 10 years,"$50,000 - $60,000",Android; Arduino / Raspberry Pi; AngularJS; iOS; Java; JavaScript; Node.js; SQL
United States,Developer; Programmer; Hacker,2 - 5 years,"$50,000 - $60,000",C#; JavaScript; SQL; SQL Server
United States,Sr. Developer,2 - 5 years,"$50,000 - $60,000",C++; C#; JavaScript; Objective-C
United States,Manager,6 - 10 years,"$50,000 - $60,000",C#; SQL; SQL Server
United States,Developer; Engineer; Programmer,6 - 10 years,"$50,000 - $60,000",Java; Ruby
United States,Developer,6 - 10 years,"$50,000 - $60,000","Arduino / Raspberry Pi; Cloud (AWS, GAE, Azure, etc.); LAMP; PHP; Python"
United States,Developer; Programmer; Sr. Developer,6 - 10 years,"$50,000 - $60,000",C#; JavaScript; Salesforce; SQL; SQL Server
Australia,Programmer,2 - 5 years,"$50,000 - $60,000",C++; Python
Netherlands,Developer; Engineer; Ninja; Expert,6 - 10 years,"$50,000 - $60,000",Java; Node.js; Python; SQL
China,Developer,6 - 10 years,"$50,000 - $60,000",iOS; Python
France,Ninja; Guru,1 - 2 years,"$50,000 - $60,000",Android; C; C++; C#; Dart; F#; iOS; Java; JavaScript; Visual Basic; Windows Phone
Belgium,Developer; Engineer; Sr. Developer; Expert,11+ years,"$50,000 - $60,000","C++; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; PHP; Salesforce; SQL; SQL Server"
Belgium,Sr. Developer; Hacker,6 - 10 years,"$50,000 - $60,000",Java; JavaScript; MongoDB; PHP; SQL
Canada,Sr. Developer; Expert; Full-stack Developer,11+ years,"$50,000 - $60,000",Java; JavaScript; PHP; SQL
Germany,Developer,2 - 5 years,"$50,000 - $60,000",iOS; Objective-C; Swift
Germany,Developer; Programmer,2 - 5 years,"$50,000 - $60,000",Android; Java; SQL
Ireland {Republic},Developer; Engineer; Rockstar; Ninja; Expert,2 - 5 years,"$50,000 - $60,000","Cloud (AWS, GAE, Azure, etc.); LAMP; PHP; Python; SQL"
Poland,Sr. Developer; Expert,6 - 10 years,"$50,000 - $60,000",AngularJS; C#; JavaScript; SQL; SQL Server
United Kingdom,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$50,000 - $60,000",JavaScript; Python
United Kingdom,Developer; Engineer; Programmer; Sr. Developer,2 - 5 years,"$50,000 - $60,000",C#
United Kingdom,Developer; Programmer; Manager,6 - 10 years,"$50,000 - $60,000",Java; R; ReactJS; SQL
United States,Developer,2 - 5 years,"$50,000 - $60,000",JavaScript; PHP; SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer,6 - 10 years,"$50,000 - $60,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; Node.js; ReactJS; SQL; SQL Server"
South Africa,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Hacker,6 - 10 years,"$50,000 - $60,000",Android; AngularJS; Cordova; JavaScript; LAMP; PHP; SQL
United Kingdom,Developer; Engineer; Programmer,6 - 10 years,"$50,000 - $60,000",C; C++
United Kingdom,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$50,000 - $60,000",C; C++; SQL
France,Sr. Developer,6 - 10 years,"$50,000 - $60,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL; Windows Phone"
Austria,Engineer,6 - 10 years,"$50,000 - $60,000",C++; C#
Netherlands,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$50,000 - $60,000",C#; JavaScript; SQL; SQL Server; Visual Basic
Poland,Developer; Engineer; Programmer; Sr. Developer; Manager,6 - 10 years,"$50,000 - $60,000",C#; LAMP; PHP; Redis; SQL
Sweden,Developer; Programmer; Sr. Developer; Manager; Hacker,11+ years,"$50,000 - $60,000",Android; Arduino / Raspberry Pi; C; iOS; JavaScript; LAMP; MongoDB; PHP; Python; SQL; Swift
Switzerland,Developer; Programmer; Sr. Developer; Hacker,11+ years,"$50,000 - $60,000",Clojure; iOS; Java; Objective-C; SQL; Swift
Brazil,Engineer; Programmer; Sr. Developer,11+ years,"$50,000 - $60,000",C#; JavaScript; SharePoint; SQL Server
Canada,Developer; Engineer; Rockstar; Ninja; Guru; Expert,6 - 10 years,"$50,000 - $60,000",Android; AngularJS; Cordova; iOS; Java; JavaScript; Objective-C; PHP; Ruby; SQL; Swift; WordPress
Germany,Developer; Programmer,2 - 5 years,"$50,000 - $60,000",C++; SQL; SQL Server
Germany,Developer; Programmer,6 - 10 years,"$50,000 - $60,000",Java; JavaScript; SQL; SQL Server
United Kingdom,Developer; Manager,2 - 5 years,"$50,000 - $60,000",SQL; Visual Basic
United Kingdom,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$50,000 - $60,000","C#; Cloud (AWS, GAE, Azure, etc.); Go; Java; JavaScript; ReactJS; SQL; SQL Server"
United States,Sr. Developer; Full-stack Developer,6 - 10 years,"$50,000 - $60,000","Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; Node.js; PHP; ReactJS; Redis; Ruby; SQL"
Australia,Engineer,2 - 5 years,"$50,000 - $60,000",JavaScript; Python; SQL; SQL Server; Visual Basic
Germany,Sr. Developer,11+ years,"$50,000 - $60,000",C++; Haskell; Python
United States,Developer; Engineer; Programmer; Sr. Developer; Expert; Hacker,2 - 5 years,"$50,000 - $60,000",C#; JavaScript; SQL; SQL Server
United States,Developer; Programmer; Full-stack Developer,2 - 5 years,"$50,000 - $60,000",C#; Java; JavaScript
Spain,Programmer; Sr. Developer; Expert,11+ years,"$50,000 - $60,000",C#; SQL Server
United Kingdom,Developer; Programmer; Sr. Developer; Rockstar; Ninja; Full-stack Developer,11+ years,"$50,000 - $60,000",JavaScript; Node.js; ReactJS; SQL
Romania,Sr. Developer; Manager,11+ years,"$50,000 - $60,000",Java; JavaScript
Czech Republic,Developer; Programmer; Sr. Developer; Expert,11+ years,"$50,000 - $60,000",Android; C; C++; C#; JavaScript; SQL Server
Canada,Developer; Engineer; Programmer; Rockstar; Ninja,2 - 5 years,"$50,000 - $60,000",C#; SQL; SQL Server
Finland,Developer; Programmer; Sr. Developer; Expert,11+ years,"$50,000 - $60,000",Android; Java; Ruby; SQL
Germany,Developer; Programmer,2 - 5 years,"$50,000 - $60,000",C++; Java; Python; R; Scala
Italy,Engineer; Programmer; Sr. Developer,11+ years,"$50,000 - $60,000",C; C++
Spain,Engineer; Expert,11+ years,"$50,000 - $60,000",JavaScript; Perl; Python; Ruby
United Kingdom,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$50,000 - $60,000",Java; JavaScript; SQL; SQL Server
United States,Developer; Engineer; Programmer,2 - 5 years,"$50,000 - $60,000",C#; Java; JavaScript; SQL
United States,Developer; Programmer; Full-stack Developer,1 - 2 years,"$50,000 - $60,000",AngularJS; Java; JavaScript
United States,Developer; Engineer; Programmer; Sr. Developer; Manager; Full-stack Developer; Hacker,11+ years,"$50,000 - $60,000",JavaScript; LAMP; PHP; Rust
France,Sr. Developer,11+ years,"$50,000 - $60,000",Arduino / Raspberry Pi; C; Python; SQL
France,Developer,11+ years,"$50,000 - $60,000",C++; JavaScript; Node.js; Perl; PHP; Python
United States,Developer; Full-stack Developer; Full Stack Overflow Developer,2 - 5 years,"$50,000 - $60,000",JavaScript; LAMP; PHP; Python; Ruby; WordPress
Australia,Developer; Engineer; Programmer,2 - 5 years,"$50,000 - $60,000",C#
Canada,Developer; Programmer; Hacker,6 - 10 years,"$50,000 - $60,000",C; PHP; SQL
Australia,Developer; Engineer; Programmer,2 - 5 years,"$50,000 - $60,000",AngularJS; JavaScript
Canada,Developer; Programmer; Sr. Developer; Expert; Hacker,11+ years,"$50,000 - $60,000",C#; JavaScript; Node.js; PHP
New Zealand,Sr. Developer,6 - 10 years,"$50,000 - $60,000",C#; SQL
Austria,Developer; Engineer; Programmer; Hacker,6 - 10 years,"$50,000 - $60,000",Android; C++; C#; Java; JavaScript; PHP; Python; SQL
New Zealand,Developer; Hacker,6 - 10 years,"$50,000 - $60,000",C; Python; Rust
United States,Developer; Engineer; Programmer,11+ years,"$50,000 - $60,000",C; C++; C#
,Developer; Full Stack Overflow Developer; Hacker,11+ years,"$50,000 - $60,000","C#; Cloud (AWS, GAE, Azure, etc.); F#; SQL; SQL Server"
United Kingdom,Developer; Engineer,2 - 5 years,"$50,000 - $60,000","Cloud (AWS, GAE, Azure, etc.); R; Scala; Spark"
Italy,Engineer; Sr. Developer; Ninja,11+ years,"$50,000 - $60,000",Java; JavaScript; Ruby; Visual Basic
Australia,Developer; Full-stack Developer,2 - 5 years,"$50,000 - $60,000",JavaScript; PHP; Python; SQL
Finland,Developer; Programmer; Expert,11+ years,"$50,000 - $60,000",C#; SQL; SQL Server
Norway,Developer; Programmer; Sr. Developer; Guru; Expert; Full-stack Developer,11+ years,"$50,000 - $60,000",C#; SQL Server
United Kingdom,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$50,000 - $60,000",Cordova; JavaScript; MongoDB; Node.js; ReactJS
United Kingdom,Developer,11+ years,"$50,000 - $60,000",C#; SQL; SQL Server
United States,Developer; Programmer; Full-stack Developer,2 - 5 years,"$50,000 - $60,000",AngularJS; JavaScript; Node.js; PHP; SQL
Canada,Developer; Engineer; Programmer; Hacker,2 - 5 years,"$50,000 - $60,000",JavaScript; Python; R; SQL
Canada,Developer; Programmer,2 - 5 years,"$50,000 - $60,000",C#; Python
Norway,Developer; Engineer; Programmer; Manager; Full-stack Developer,2 - 5 years,"$50,000 - $60,000",Android; Java
Belgium,Developer; Engineer; Programmer; Sr. Developer; Manager; Full-stack Developer,6 - 10 years,"$50,000 - $60,000",C#; JavaScript; SharePoint
Canada,Developer; Programmer; Sr. Developer,6 - 10 years,"$50,000 - $60,000",Java; SQL
Canada,Developer; Engineer; Programmer; Manager; Full-stack Developer; Full Stack Overflow Developer,2 - 5 years,"$50,000 - $60,000",Android; C++; JavaScript; Python
Ireland {Republic},Sr. Developer,2 - 5 years,"$50,000 - $60,000",AngularJS; CoffeeScript; Java; JavaScript; SQL
Netherlands,Developer; Programmer; Sr. Developer; Expert,6 - 10 years,"$50,000 - $60,000",SQL
New Zealand,Developer; Programmer; Hacker,6 - 10 years,"$50,000 - $60,000",JavaScript; LAMP; PHP; Python; SQL
South Africa,Developer; Programmer; Sr. Developer,11+ years,"$50,000 - $60,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SharePoint; SQL; SQL Server"
Spain,Engineer; Sr. Developer,11+ years,"$50,000 - $60,000",Android; Java; JavaScript; MongoDB
Sweden,Developer; Engineer; Manager; Hacker,6 - 10 years,"$50,000 - $60,000","Cloud (AWS, GAE, Azure, etc.); Python; SQL"
United Kingdom,Developer,6 - 10 years,"$50,000 - $60,000",JavaScript; Swift
United Kingdom,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer; Full Stack Overflow Developer,11+ years,"$50,000 - $60,000",C#; JavaScript; SQL; SQL Server; Visual Basic
United States,Engineer; Programmer; Guru; Full-stack Developer,2 - 5 years,"$50,000 - $60,000",AngularJS; C++; C#; JavaScript; MongoDB; Node.js; SQL; SQL Server
United States,Developer; Engineer; Programmer,Less than 1 year,"$50,000 - $60,000",JavaScript; Node.js
United States,Developer; Engineer; Programmer; Full-stack Developer; Full Stack Overflow Developer,2 - 5 years,"$50,000 - $60,000",JavaScript; PHP; SQL
United Kingdom,Developer; Programmer; Ninja,2 - 5 years,"$50,000 - $60,000",Android; Arduino / Raspberry Pi; C#; Java; JavaScript; Node.js; SQL; Windows Phone
United States,Developer; Engineer; Programmer,11+ years,"$50,000 - $60,000",JavaScript; LAMP; PHP; Python; Ruby; SQL
United States,Developer; Programmer; Full-stack Developer,2 - 5 years,"$50,000 - $60,000",iOS; JavaScript; LAMP; MongoDB; PHP; ReactJS; SQL; WordPress
Germany,Developer; Engineer; Full-stack Developer,2 - 5 years,"$50,000 - $60,000",PHP
Germany,Developer; Programmer; Sr. Developer,11+ years,"$50,000 - $60,000",JavaScript; LAMP; Perl; PHP; SQL
United States,Developer; Engineer; Manager; Full-stack Developer; Hacker,6 - 10 years,"$50,000 - $60,000",AngularJS; Cordova; JavaScript; MongoDB; Node.js; Redis; SQL
Japan,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$50,000 - $60,000",Android; C++
New Zealand,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$50,000 - $60,000",C#; JavaScript; Node.js; SQL; SQL Server
United Kingdom,Developer; Programmer; Hacker,11+ years,"$50,000 - $60,000",Arduino / Raspberry Pi; JavaScript; Python; SQL
United Kingdom,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$50,000 - $60,000",C; C++; C#; SQL Server
United Kingdom,Sr. Developer,6 - 10 years,"$50,000 - $60,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; PHP; SQL; SQL Server; Visual Basic; WordPress"
