country,self_identification,experience_range,salary_range,tech_do
Poland,Developer; Programmer,1 - 2 years,"$20,000 - $30,000",C; C++; Matlab
Argentina,Engineer; Programmer; Sr. Developer,11+ years,"$20,000 - $30,000","C++; Cassandra; Cloud (AWS, GAE, Azure, etc.); MongoDB; PHP; Python; Redis"
China,Programmer,1 - 2 years,"$20,000 - $30,000",Java; Perl; Python; SQL
Belarus,Sr. Developer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",AngularJS; Java; JavaScript; SQL
Germany,Engineer,1 - 2 years,"$20,000 - $30,000",Android
Pakistan,Engineer,1 - 2 years,"$20,000 - $30,000",PHP
Greece,Engineer,2 - 5 years,"$20,000 - $30,000",Clojure; Java; Scala; SQL
India,Developer,2 - 5 years,"$20,000 - $30,000",JavaScript; ReactJS; SQL
Slovenia,Developer; Programmer; Sr. Developer; Manager,11+ years,"$20,000 - $30,000",C#; SQL; SQL Server
United Kingdom,Developer,1 - 2 years,"$20,000 - $30,000",C#; Java; Python; SharePoint; SQL; Visual Basic
Italy,Developer; Engineer; Programmer; Ninja,1 - 2 years,"$20,000 - $30,000",Java; MongoDB
Germany,Developer; Programmer; Hacker,2 - 5 years,"$20,000 - $30,000",C++; Objective-C
Italy,Developer; Engineer; Programmer; Ninja,6 - 10 years,"$20,000 - $30,000",C; C++; Hadoop; Haskell
Spain,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Ninja,6 - 10 years,"$20,000 - $30,000",Android; C++; C#; CoffeeScript; Java; JavaScript; Node.js; PHP; SQL; WordPress
Iran,Developer; Engineer; Manager,6 - 10 years,"$20,000 - $30,000",Android; C#; MongoDB; Node.js; Redis; SharePoint; SQL Server
Sweden,Developer; Programmer,2 - 5 years,"$20,000 - $30,000",Android; C#; iOS; Objective-C; ReactJS; Ruby; Swift
Spain,Developer; Programmer; Sr. Developer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",C#; JavaScript
United Kingdom,Developer,1 - 2 years,"$20,000 - $30,000",Arduino / Raspberry Pi; C#; JavaScript; LAMP; PHP; WordPress
Brazil,Developer,11+ years,"$20,000 - $30,000",JavaScript; LAMP; PHP; Python; SQL
Brazil,Developer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",AngularJS; Cordova; JavaScript; PHP; Ruby; SQL
Greece,Developer,11+ years,"$20,000 - $30,000",AngularJS; JavaScript; Node.js; Perl; SQL
Romania,Developer; Programmer,6 - 10 years,"$20,000 - $30,000",JavaScript; PHP; SQL
Slovenia,Developer; Sr. Developer,2 - 5 years,"$20,000 - $30,000",JavaScript; WordPress
Australia,Developer; Programmer; Ninja,1 - 2 years,"$20,000 - $30,000",Android; Java
China,Developer; Engineer; Programmer; Rockstar; Full-stack Developer,6 - 10 years,"$20,000 - $30,000","C#; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; LAMP; PHP; Python; Ruby; SQL; SQL Server"
India,Engineer; Sr. Developer; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",JavaScript; Ruby; SQL
Spain,Developer; Programmer,6 - 10 years,"$20,000 - $30,000","Android; Arduino / Raspberry Pi; C; C#; Cloud (AWS, GAE, Azure, etc.); Hadoop; Java; JavaScript; LAMP; PHP; Python; Rust; Spark; SQL"
Bulgaria,Engineer,1 - 2 years,"$20,000 - $30,000",Java
Canada,Developer; Programmer,1 - 2 years,"$20,000 - $30,000",JavaScript; Salesforce
China,Programmer,1 - 2 years,"$20,000 - $30,000",Android; Java
China,Developer; Programmer,2 - 5 years,"$20,000 - $30,000",Salesforce
Croatia,Developer; Engineer; Programmer; Sr. Developer,6 - 10 years,"$20,000 - $30,000","C#; Cloud (AWS, GAE, Azure, etc.); Windows Phone"
Ecuador,Developer; Engineer; Ninja; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",JavaScript; Node.js; PHP; ReactJS
Estonia,Sr. Developer; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",JavaScript; Python; SQL
France,Developer; Engineer,1 - 2 years,"$20,000 - $30,000",Arduino / Raspberry Pi; C; C++; C#; Matlab; Python; Visual Basic
Germany,Developer; Engineer; Programmer,2 - 5 years,"$20,000 - $30,000",JavaScript; PHP; WordPress
Ireland {Republic},Programmer,2 - 5 years,"$20,000 - $30,000",Android; JavaScript; PHP; SQL; WordPress
Italy,Developer; Rockstar; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",AngularJS; C#; JavaScript; Node.js; PHP
Italy,Developer; Programmer; Sr. Developer; Rockstar,6 - 10 years,"$20,000 - $30,000",C#; JavaScript; SQL; SQL Server
Lithuania,Developer; Programmer; Sr. Developer; Manager; Expert; Full-stack Developer,11+ years,"$20,000 - $30,000",Arduino / Raspberry Pi; C++; C#; JavaScript; SQL; SQL Server; Visual Basic
Netherlands,Engineer; Ninja,2 - 5 years,"$20,000 - $30,000",C#; Java
Philippines,Developer; Engineer; Programmer; Sr. Developer; Ninja,2 - 5 years,"$20,000 - $30,000",AngularJS; JavaScript; PHP; SQL
Poland,Developer; Engineer; Programmer,2 - 5 years,"$20,000 - $30,000",AngularJS; iOS; JavaScript; Objective-C; Swift
Romania,Programmer; Sr. Developer; Full-stack Developer,11+ years,"$20,000 - $30,000",AngularJS; C#; JavaScript; MongoDB; Node.js; SQL Server
Russian Federation,Programmer,2 - 5 years,"$20,000 - $30,000",JavaScript; PHP
Russian Federation,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$20,000 - $30,000",C++; Java; SQL
South Africa,Developer; Full-stack Developer; Hacker,2 - 5 years,"$20,000 - $30,000",Arduino / Raspberry Pi; AngularJS; C#; JavaScript; SQL; SQL Server
Spain,Developer; Programmer,1 - 2 years,"$20,000 - $30,000",Android; Arduino / Raspberry Pi; AngularJS; Java; MongoDB; Python
Spain,Developer; Programmer; Rockstar,2 - 5 years,"$20,000 - $30,000",Android; iOS; Java; Swift
Turkey,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$20,000 - $30,000","Android; Arduino / Raspberry Pi; C; C++; C#; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; SQL"
Ukraine,Developer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",AngularJS; CoffeeScript; JavaScript; Python
Ukraine,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",AngularJS; JavaScript; Node.js; PHP; Python; Redis; SQL
Bulgaria,Developer; Programmer; Rockstar; Hacker,2 - 5 years,"$20,000 - $30,000","AngularJS; Cordova; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js; ReactJS; SQL"
Bulgaria,Developer; Engineer; Programmer; Rockstar; Ninja; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",C++; Clojure; JavaScript; Node.js; Python; ReactJS
United Kingdom,Developer; Engineer; Programmer,6 - 10 years,"$20,000 - $30,000",C; C++; Java
Spain,Developer; Programmer,6 - 10 years,"$20,000 - $30,000",Java; JavaScript
Germany,Developer; Programmer,2 - 5 years,"$20,000 - $30,000",
Italy,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",AngularJS; iOS; Java; JavaScript; Objective-C; SQL; Swift; WordPress
Italy,Full-stack Developer,6 - 10 years,"$20,000 - $30,000",AngularJS; JavaScript; LAMP; PHP; Redis; Ruby; SQL; WordPress
Netherlands,Developer; Programmer,2 - 5 years,"$20,000 - $30,000",Java; JavaScript; PHP
Romania,Developer,2 - 5 years,"$20,000 - $30,000",C#
Slovakia,Developer; Programmer,2 - 5 years,"$20,000 - $30,000",Arduino / Raspberry Pi; AngularJS; C#; Java; JavaScript; Node.js; Salesforce; SharePoint; SQL
United Kingdom,Developer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert,6 - 10 years,"$20,000 - $30,000","Cloud (AWS, GAE, Azure, etc.); JavaScript; PHP; SQL; WordPress"
Azerbaijan,Developer; Full Stack Overflow Developer,2 - 5 years,"$20,000 - $30,000",JavaScript; PHP; SQL
Brazil,Developer; Programmer; Hacker,6 - 10 years,"$20,000 - $30,000",C#; Java; JavaScript; Python; SQL; SQL Server
India,Developer; Engineer,2 - 5 years,"$20,000 - $30,000",C
Lithuania,Sr. Developer; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",AngularJS; JavaScript; PHP; WordPress
Saudi Arabia,Developer; Engineer; Programmer; Guru,1 - 2 years,"$20,000 - $30,000",Android; C#; Java; JavaScript; MongoDB; PHP; Python; SQL; SQL Server
Slovenia,Developer; Engineer; Programmer,6 - 10 years,"$20,000 - $30,000",iOS; Objective-C; Swift
Belgium,Developer; Programmer,Less than 1 year,"$20,000 - $30,000",Python
Belgium,Developer; Programmer,Less than 1 year,"$20,000 - $30,000",AngularJS; Java; JavaScript
Brazil,Developer; Engineer; Rockstar; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",Android; AngularJS; Cordova; iOS; Java; JavaScript; Objective-C; WordPress
Brazil,Developer; Programmer,,"$20,000 - $30,000","Android; C#; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; SQL; SQL Server"
China,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",AngularJS; JavaScript; LAMP; PHP; Python; Redis; Ruby; SQL
Croatia,Developer; Programmer,6 - 10 years,"$20,000 - $30,000",Java; JavaScript; SQL
India,Engineer,2 - 5 years,"$20,000 - $30,000",Salesforce
Israel,Developer; Programmer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",AngularJS; JavaScript; PHP; ReactJS; Redis; SQL
Italy,Engineer; Sr. Developer; Full-stack Developer,11+ years,"$20,000 - $30,000",AngularJS; JavaScript; MongoDB; PHP; SQL
Italy,Sr. Developer; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",C#; SQL
Italy,Developer; Rockstar; Ninja,6 - 10 years,"$20,000 - $30,000",AngularJS; Java; JavaScript; SQL
Japan,Developer,2 - 5 years,"$20,000 - $30,000",Android; AngularJS; C++; Cordova; Java; JavaScript; Matlab; SharePoint; SQL; Visual Basic
Peru,Developer; Sr. Developer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",Java; JavaScript; PHP; SQL
Portugal,Programmer; Sr. Developer; Hacker,11+ years,"$20,000 - $30,000",JavaScript; LAMP; PHP; SQL
Russian Federation,Engineer,6 - 10 years,"$20,000 - $30,000",Java; Python
Russian Federation,Programmer; Sr. Developer; Expert,6 - 10 years,"$20,000 - $30,000",Java; SQL
Singapore,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",Android; Java; JavaScript; LAMP; MongoDB; Node.js; PHP; SQL
Spain,Engineer,6 - 10 years,"$20,000 - $30,000",Java
United Kingdom,Developer; Programmer,2 - 5 years,"$20,000 - $30,000",Java; JavaScript
United States,Developer; Programmer,2 - 5 years,"$20,000 - $30,000",CoffeeScript; Ruby
Estonia,Developer; Engineer; Full-stack Developer; Hacker,6 - 10 years,"$20,000 - $30,000",CoffeeScript; JavaScript; LAMP; Node.js; PHP
Netherlands,Developer; Programmer,2 - 5 years,"$20,000 - $30,000",JavaScript; LAMP; PHP; SQL
Russian Federation,Developer,6 - 10 years,"$20,000 - $30,000",C#; Java; SQL; SQL Server
Ukraine,Programmer,2 - 5 years,"$20,000 - $30,000",Android; AngularJS; CoffeeScript; Cordova; JavaScript; PHP
Brazil,Programmer,6 - 10 years,"$20,000 - $30,000",C; Python; SQL
Italy,Ninja; Full-stack Developer,1 - 2 years,"$20,000 - $30,000",AngularJS; JavaScript; LAMP; Node.js; PHP; Redis; SQL
Italy,Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$20,000 - $30,000",JavaScript; LAMP; Node.js; PHP; SQL; WordPress
Italy,Developer; Engineer; Programmer; Full-stack Developer; Full Stack Overflow Developer,2 - 5 years,"$20,000 - $30,000",Java; MongoDB; SQL
Poland,Developer; Engineer; Programmer,2 - 5 years,"$20,000 - $30,000",AngularJS; Java; Scala; SQL
Spain,Programmer,6 - 10 years,"$20,000 - $30,000",C; C++; Python
Australia,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",AngularJS; C#; JavaScript; SQL
Russian Federation,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$20,000 - $30,000",C#; JavaScript; PHP; SharePoint; SQL
Serbia,Engineer,2 - 5 years,"$20,000 - $30,000",Java; Python
Spain,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",JavaScript; Objective-C; PHP; SQL Server
Turkey,Programmer,6 - 10 years,"$20,000 - $30,000",Android; C; C++; C#; iOS; SQL
Argentina,Developer; Engineer; Programmer; Sr. Developer; Manager; Expert; Full-stack Developer,11+ years,"$20,000 - $30,000",AngularJS; C#; Node.js; Python; ReactJS; SharePoint; SQL; SQL Server; Visual Basic; Windows Phone
Belgium,Developer; Programmer; Full-stack Developer,11+ years,"$20,000 - $30,000",JavaScript; LAMP; PHP; SQL
Belgium,Developer; Programmer; Ninja,,"$20,000 - $30,000",JavaScript; PHP; SQL
Brazil,Developer; Engineer,6 - 10 years,"$20,000 - $30,000",Java; JavaScript
Canada,Developer; Programmer,2 - 5 years,"$20,000 - $30,000",Android; Java; JavaScript; PHP; SQL
Canada,Developer,1 - 2 years,"$20,000 - $30,000",JavaScript; Ruby; WordPress
Canada,Developer; Programmer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",AngularJS; JavaScript; PHP; WordPress
Hungary,Developer; Programmer; Sr. Developer,6 - 10 years,"$20,000 - $30,000",AngularJS; JavaScript; MongoDB; Node.js; PHP; ReactJS; Redis; Ruby; SQL
India,Developer; Engineer; Programmer; Sr. Developer; Manager; Expert,1 - 2 years,"$20,000 - $30,000",JavaScript; Ruby
India,Developer,11+ years,"$20,000 - $30,000",Java; JavaScript; Salesforce
Portugal,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Ninja; Guru,2 - 5 years,"$20,000 - $30,000",Java
Serbia,Engineer; Programmer; Sr. Developer; Expert,6 - 10 years,"$20,000 - $30,000",JavaScript; PHP; SQL; WordPress
Singapore,Developer,2 - 5 years,"$20,000 - $30,000",AngularJS; JavaScript; PHP; Ruby
Spain,Developer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",C#; SQL Server
Spain,Engineer,6 - 10 years,"$20,000 - $30,000",Objective-C
Spain,Sr. Developer; Manager; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",Android; AngularJS; Java; JavaScript; MongoDB; Node.js; SQL
United Kingdom,Developer; Programmer,6 - 10 years,"$20,000 - $30,000",C#; Java; Python; SQL; SQL Server
Hungary,Developer; Engineer; Sr. Developer,2 - 5 years,"$20,000 - $30,000","Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; Node.js"
Hungary,Developer,2 - 5 years,"$20,000 - $30,000",C#; SQL
Slovenia,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,11+ years,"$20,000 - $30,000",C#; JavaScript; SQL
Ukraine,Developer,6 - 10 years,"$20,000 - $30,000",Java; JavaScript; LAMP; MongoDB; PHP; SQL Server
Ukraine,Engineer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",AngularJS; Java; JavaScript; SQL
Turkey,Sr. Developer; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",Android; C#
United Kingdom,Developer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",AngularJS; Cordova; JavaScript; LAMP; MongoDB; Node.js; PHP; SQL; WordPress
United States,Developer; Programmer,2 - 5 years,"$20,000 - $30,000",C++; C#; JavaScript; PHP; SQL; SQL Server; WordPress
Belgium,Developer; Programmer,2 - 5 years,"$20,000 - $30,000",C#; PHP; SQL Server; WordPress
Brazil,Developer; Programmer; Sr. Developer; Full-stack Developer; Full Stack Overflow Developer,6 - 10 years,"$20,000 - $30,000",C#; Go; JavaScript; SQL Server
Hong Kong,,2 - 5 years,"$20,000 - $30,000",Android; Java; JavaScript; PHP; SQL
Italy,Sr. Developer,6 - 10 years,"$20,000 - $30,000",AngularJS; JavaScript; LAMP; MongoDB; Node.js; PHP
Poland,Sr. Developer; Manager,6 - 10 years,"$20,000 - $30,000",Android; AngularJS; Java; JavaScript; Node.js
Portugal,Developer; Engineer; Sr. Developer; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",C#; JavaScript; SQL Server
Romania,Developer,2 - 5 years,"$20,000 - $30,000",JavaScript; LAMP; PHP; SQL
Belgium,Developer; Engineer; Full-stack Developer,1 - 2 years,"$20,000 - $30,000",C; Java; JavaScript; Matlab; Node.js; Perl; Python; R
Finland,Developer; Engineer; Programmer; Rockstar,1 - 2 years,"$20,000 - $30,000",Android; C#; SQL; SQL Server; Visual Basic
Lithuania,Developer,2 - 5 years,"$20,000 - $30,000",AngularJS; JavaScript
Turkey,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",Java
Turkey,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",Android; Arduino / Raspberry Pi; AngularJS; C#; Java; JavaScript; Python; SQL
Bangladesh,Developer; Expert; Hacker,2 - 5 years,"$20,000 - $30,000",JavaScript; PHP; SQL; WordPress
Belgium,Developer; Programmer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",JavaScript; PHP; SQL
Brazil,Developer; Engineer; Programmer; Sr. Developer,2 - 5 years,"$20,000 - $30,000",Python
Costa Rica,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$20,000 - $30,000","AngularJS; C; C++; Cloud (AWS, GAE, Azure, etc.); Go; Hadoop; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; ReactJS; SQL"
France,Developer; Ninja; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",JavaScript; PHP
France,Developer; Engineer; Programmer; Ninja,2 - 5 years,"$20,000 - $30,000",Android; C++; C#; iOS; Objective-C
Greece,Engineer,6 - 10 years,"$20,000 - $30,000",C; C++; Cordova; Java; JavaScript; SQL
Italy,Developer; Full-stack Developer; Hacker,6 - 10 years,"$20,000 - $30,000",C#; JavaScript; PHP; Ruby; SQL
Mexico,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,11+ years,"$20,000 - $30,000",C; C++
Poland,Developer,2 - 5 years,"$20,000 - $30,000",Hadoop; SQL
Romania,Full-stack Developer,6 - 10 years,"$20,000 - $30,000",AngularJS; CoffeeScript; JavaScript; LAMP; MongoDB; Node.js; PHP; ReactJS; Redis
Romania,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Ninja,6 - 10 years,"$20,000 - $30,000",Android; C#; Java; JavaScript; PHP; SQL
Slovakia,Developer; Programmer; Sr. Developer; Expert; Full Stack Overflow Developer,11+ years,"$20,000 - $30,000",C++; C#; Node.js; PHP; SQL
South Africa,Developer; Programmer; Sr. Developer; Full-stack Developer,2 - 5 years,"$20,000 - $30,000",Android; C#; Cordova; iOS; JavaScript; Node.js; SQL; SQL Server
Spain,Developer; Programmer; Ninja; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",JavaScript; Node.js; PHP; SQL
Spain,Developer; Programmer,2 - 5 years,"$20,000 - $30,000",Java; SQL
Spain,Developer; Engineer; Programmer; Sr. Developer,2 - 5 years,"$20,000 - $30,000",AngularJS; C; C++; C#; Java; JavaScript; MongoDB; PHP; Python; SQL
United Kingdom,Developer,1 - 2 years,"$20,000 - $30,000",C#; SQL Server
United States,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Ninja; Expert; Full-stack Developer; Hacker,2 - 5 years,"$20,000 - $30,000",Android; Arduino / Raspberry Pi; AngularJS; C; C++; C#; Java; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; Ruby; SQL; SQL Server; Visual Basic; WordPress
United States,,2 - 5 years,"$20,000 - $30,000",C; C++; Perl; Python; SQL
Brazil,Sr. Developer; Expert,11+ years,"$20,000 - $30,000",C#; SQL; SQL Server; WordPress
Argentina,Developer; Programmer; Sr. Developer; Ninja,2 - 5 years,"$20,000 - $30,000",SQL
Bulgaria,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Hacker,6 - 10 years,"$20,000 - $30,000",C++; C#; JavaScript; MongoDB; Node.js; Redis
Ireland {Republic},Developer; Programmer,2 - 5 years,"$20,000 - $30,000",JavaScript; Python
Mexico,Developer; Engineer; Sr. Developer; Manager; Full-stack Developer,6 - 10 years,"$20,000 - $30,000",C#; SQL Server
Serbia,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$20,000 - $30,000",C#; SQL
Ukraine,Full-stack Developer,2 - 5 years,"$20,000 - $30,000",Java; JavaScript; SQL
Italy,Developer; Programmer; Sr. Developer; Rockstar; Expert; Hacker,6 - 10 years,"$20,000 - $30,000",Java; SQL
Poland,Developer; Engineer; Sr. Developer,6 - 10 years,"$20,000 - $30,000","AngularJS; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js"
Russian Federation,Developer; Programmer; Hacker,6 - 10 years,"$20,000 - $30,000",Python
South Africa,Developer; Manager,2 - 5 years,"$20,000 - $30,000",Java; MongoDB; SQL
Belgium,Developer; Engineer; Programmer; Full-stack Developer; Hacker,1 - 2 years,"$20,000 - $30,000",AngularJS; CoffeeScript; Cordova; iOS; JavaScript; MongoDB; Node.js; PHP; Python; ReactJS; SQL; Swift; WordPress
Germany,Developer; Rockstar; Ninja; Hacker,2 - 5 years,"$20,000 - $30,000",JavaScript; PHP; SQL; WordPress
Hong Kong,Developer; Programmer,2 - 5 years,"$20,000 - $30,000",C#
Italy,Developer; Engineer; Programmer; Hacker,2 - 5 years,"$20,000 - $30,000",Java; JavaScript; SQL; WordPress
